Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
499,Wayne Presley,22,CHI,RW,42,12,10,22,-13,52,1.1,8,4,0,1,6,4,0,89,13.5,,,preslwa01
500,Pat Price,32,MNS,D,14,0,2,2,-3,20,0.4,0,0,0,0,2,0,0,10,0.0,,,pricepa01
501,Ken Priestlay,20,BUF,C,33,5,12,17,-4,35,0.7,3,1,1,0,8,4,0,63,7.9,,,prieske01
502,Bob Probert,22,DET,RW,74,29,33,62,16,398,5.2,14,15,0,5,25,8,0,126,23.0,,,probebo01
503,Brian Propp,28,PHI,LW,74,27,49,76,8,76,5.9,18,7,2,6,30,17,2,257,10.5,,,proppbr01
504,Chris Pryor,27,TOT,D,4,0,0,0,0,8,0.1,0,0,0,0,0,0,0,4,0.0,,,pryorch01
504,Chris Pryor,27,MNS,D,3,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,3,0.0,,,pryorch01
504,Chris Pryor,27,NYI,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,,,pryorch01
505,Joel Quenneville,29,HAR,D,77,1,8,9,-13,44,3.7,1,0,0,0,8,0,0,42,2.4,,,quennjo01
506,Dan Quinn,22,PIT,C,70,40,39,79,-8,50,6.7,18,21,1,4,20,18,1,235,17.0,,,quinnda01
507,Ken Quinney,22,QUE,RW,15,2,2,4,-3,5,0.0,1,1,0,0,1,1,0,20,10.0,,,quinnke01
508,Herb Raglan,20,STL,RW,73,10,15,25,-10,190,0.5,10,0,0,2,15,0,0,95,10.5,,,raglahe01
509,Rob Ramage,29,TOT,D,79,9,40,49,-4,164,6.3,3,6,0,0,19,21,0,215,4.2,,,ramagro01
509,Rob Ramage,29,STL,D,67,8,34,42,-20,127,4.7,3,5,0,0,14,20,0,203,3.9,,,ramagro01
509,Rob Ramage,29,CGY,D,12,1,6,7,16,37,1.6,0,1,0,0,5,1,0,12,8.3,,,ramagro01
510,Mike Ramsey,27,BUF,D,63,5,16,21,6,77,3.9,4,1,0,0,8,8,0,94,5.3,,,ramsemi01
511,Craig Redmond,22,LAK,D,2,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,5,0.0,,,redmocr01
512,Mark Reeds,28,HAR,RW,38,0,7,7,-13,31,-0.6,0,0,0,0,6,0,1,36,0.0,,,reedsma01
513,Joe Reekie,22,BUF,D,30,1,4,5,-3,68,1.0,1,0,0,0,4,0,0,23,4.3,,,reekijo01
514,Dave Reid,23,BOS,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0.0,,,reidda02
515,Paul Reinhart,28,CGY,D,14,0,4,4,0,10,0.4,0,0,0,0,0,4,0,22,0.0,,,reinhpa01
516,Jean-Marc Richard,21,QUE,D,4,2,1,3,-3,2,0.3,1,1,0,0,0,1,0,5,40.0,,,richaje01
517,Mike Richard,21,WSH,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,,,richami01
518,Luke Richardson,18,TOR,D,78,4,6,10,-25,90,1.3,4,0,0,0,6,0,0,49,8.2,,,richalu01
519,Stéphane Richer,21,MTL,RW,72,50,28,78,12,72,7.9,34,16,0,11,15,13,0,263,19.0,,,richest02
520,Dave Richter,27,VAN,D,49,2,4,6,-5,224,1.8,2,0,0,0,4,0,0,18,11.1,,,richtda01
521,Mike Ridley,24,WSH,C,70,28,31,59,1,22,4.9,16,12,0,3,20,11,0,134,20.9,,,ridlemi01
522,Gary Roberts,21,CGY,LW,74,13,15,28,24,282,1.3,13,0,0,1,15,0,0,118,11.0,,,roberga01
523,Gordie Roberts,30,TOT,D,70,3,15,18,-10,143,3.1,3,0,0,0,14,1,0,52,5.8,,,robergo02
523,Gordie Roberts,30,MNS,D,48,1,10,11,-17,103,1.4,1,0,0,0,9,1,0,33,3.0,,,robergo02
523,Gordie Roberts,30,PHI,D,11,1,2,3,7,15,1.0,1,0,0,0,2,0,0,9,11.1,,,robergo02
523,Gordie Roberts,30,STL,D,11,1,3,4,0,25,0.7,1,0,0,0,3,0,0,10,10.0,,,robergo02
524,Torrie Robertson,26,HAR,LW,63,2,8,10,0,293,-0.3,2,0,0,1,8,0,0,46,4.3,,,roberto01
525,Larry Robinson*,36,MTL,D,53,6,34,40,26,30,6.5,4,2,0,1,22,12,0,96,6.3,,,robinla01
526,Luc Robitaille*,21,LAK,LW,80,53,58,111,-9,82,9.8,36,17,0,6,33,25,0,220,24.1,,,robitlu01
527,Normand Rochefort,27,QUE,D,46,3,10,13,-2,49,2.6,2,0,1,0,4,5,1,70,4.3,,,rocheno01
528,Jeff Rohlicek,22,VAN,LW,7,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,2,0.0,,,rohlije01
529,Cliff Ronning,22,STL,C,26,5,8,13,6,12,0.8,4,1,0,1,5,3,0,38,13.2,,,ronnicl01
530,Steve Rooney,25,WIN,LW,56,7,6,13,2,217,0.2,7,0,0,0,6,0,0,62,11.3,,,roonest01
531,Bill Root,28,TOT,D,33,1,2,3,-4,22,1.0,0,1,0,0,2,0,0,19,5.3,,,rootbi01
531,Bill Root,28,PHI,D,24,1,2,3,3,16,1.1,0,1,0,0,2,0,0,13,7.7,,,rootbi01
531,Bill Root,28,STL,D,9,0,0,0,-7,6,-0.1,0,0,0,0,0,0,0,6,0.0,,,rootbi01
532,Magnus Roupé,24,PHI,LW,33,2,4,6,-6,32,-0.4,1,1,0,0,3,1,0,37,5.4,,,roupema01
533,Bob Rouse,23,MNS,D,74,0,12,12,-30,168,1.4,0,0,0,0,11,0,1,62,0.0,,,rousebo01
534,Stéphane Roy,20,MNS,C,12,1,0,1,-6,0,-0.3,1,0,0,0,0,0,0,14,7.1,,,royst01
535,Lindy Ruff,27,BUF,D,77,2,23,25,-9,179,3.5,2,0,0,0,16,5,2,106,1.9,,,ruffli01
536,Terry Ruskowski,33,MNS,LW,47,5,12,17,-15,76,0.1,3,2,0,0,9,1,2,33,15.2,,,ruskote01
537,Christian Ruuttu,23,BUF,C,73,26,45,71,-3,85,5.2,17,8,1,4,26,18,1,185,14.1,,,ruuttch01
538,Börje Salming*,36,TOR,D,66,2,24,26,7,82,3.8,1,1,0,0,15,8,1,92,2.2,,,salmibo01
539,Kjell Samuelsson,29,PHI,D,74,6,24,30,28,184,6.2,3,3,0,0,15,9,0,118,5.1,,,samuekj01
540,Ulf Samuelsson,23,HAR,D,76,8,33,41,-10,159,6.7,5,3,0,0,18,14,1,156,5.1,,,samueul01
541,Scott Sandelin,23,MTL,D,8,0,1,1,0,2,0.3,0,0,0,0,0,1,0,5,0.0,,,sandesc01
542,Jim Sandlak,21,VAN,RW,49,16,15,31,-9,81,2.1,10,6,0,2,10,5,0,96,16.7,,,sandlji01
543,Tomas Sandström,23,NYR,RW,69,28,40,68,-6,95,5.1,17,11,0,3,20,20,0,204,13.7,,,sandsto01
544,Everett Sanipass,19,CHI,LW,57,8,12,20,-9,126,0.4,8,0,0,0,8,4,0,55,14.5,,,sanipev01
545,David Saunders,21,VAN,LW,56,7,13,20,-15,10,0.3,6,1,0,3,6,6,1,100,7.0,,,saundda01
546,Denis Savard*,26,CHI,C,80,44,87,131,4,95,11.0,23,14,7,6,33,48,6,270,16.3,,,savarde01
547,Norm Schmidt,25,PIT,D,5,1,2,3,1,0,0.4,1,0,0,0,0,2,0,13,7.7,,,schmino01
548,Mathieu Schneider,18,MTL,D,4,0,0,0,-1,2,0.1,0,0,0,0,0,0,0,2,0.0,,,schnema01
549,Dwight Schofield,31,WIN,LW,18,0,0,0,-3,33,-0.5,0,0,0,0,0,0,0,3,0.0,,,schofdw01
550,Wally Schreiber,25,MNS,RW,16,6,5,11,-4,2,0.8,3,1,2,1,4,1,0,29,20.7,,,schrewa01
551,Glen Seabrooke,20,PHI,LW,6,0,1,1,-1,2,-0.1,0,0,0,0,0,1,0,3,0.0,,,seabrgl01
552,Al Secord,29,TOR,LW,74,15,27,42,-21,221,1.7,13,2,0,0,20,7,0,149,10.1,,,secoral01
553,Dave Semenko,30,TOR,LW,70,2,3,5,-8,107,-1.5,2,0,0,0,2,1,0,12,16.7,,,semenda01
554,George Servinis,25,MNS,LW,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,0.0,,,servige01
555,Brendan Shanahan*,19,NJD,RW,65,7,19,26,-20,131,0.3,5,2,0,2,14,5,0,72,9.7,,,shanabr01
556,Jeff Sharples,20,DET,D,56,10,25,35,13,42,5.4,8,2,0,0,11,14,0,94,10.6,,,sharpje01
557,Brad Shaw,23,HAR,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,,,shawbr01
558,David Shaw,23,NYR,D,68,7,25,32,-8,100,4.7,2,5,0,1,8,17,0,141,5.0,,,shawda01
559,Neil Sheehy,27,TOT,D,62,3,10,13,13,189,3.5,3,0,0,0,9,1,0,40,7.5,,,sheehne01
559,Neil Sheehy,27,CGY,D,36,2,6,8,16,73,1.9,2,0,0,0,6,0,0,27,7.4,,,sheehne01
559,Neil Sheehy,27,HAR,D,26,1,4,5,-3,116,1.5,1,0,0,0,3,1,0,13,7.7,,,sheehne01
560,Ray Sheppard,21,BUF,RW,74,38,27,65,-6,14,5.5,23,15,0,5,19,8,0,173,22.0,,,sheppra01
561,Gord Sherven,24,HAR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,,,shervgo01
562,Bruce Shoebottom,22,BOS,D,3,0,1,1,-3,0,0.0,0,0,0,0,1,0,0,2,0.0,,,shoebbr01
563,Ron Shudra,20,EDM,D,10,0,5,5,5,6,0.8,0,0,0,0,5,0,0,8,0.0,,,shudrro01
564,Mike Siltala,24,NYR,RW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,,,siltami01
565,Charlie Simmer,33,PIT,LW,50,11,17,28,6,24,1.7,6,5,0,3,10,7,0,58,19.0,,,simmech01
566,Frank Simonetti,25,BOS,D,30,2,3,5,1,19,1.6,2,0,0,1,3,0,0,20,10.0,,,simonfr01
567,Craig Simpson,20,TOT,RW,80,56,34,90,20,77,8.8,34,22,0,8,22,12,0,177,31.6,,,simpscr01
567,Craig Simpson,20,EDM,RW,59,43,21,64,15,43,6.4,25,18,0,5,13,8,0,118,36.4,,,simpscr01
567,Craig Simpson,20,PIT,RW,21,13,13,26,5,34,2.5,9,4,0,3,9,4,0,59,22.0,,,simpscr01
568,Ilkka Sinisalo,29,PHI,RW,68,25,17,42,2,30,3.2,17,6,2,4,10,7,0,148,16.9,,,sinisil01
569,Ville Sirén,23,PIT,D,58,1,20,21,14,62,3.5,1,0,0,0,11,9,0,53,1.9,,,sirenvi01
570,Petri Skriko,25,VAN,LW,73,30,34,64,-12,32,5.0,18,10,2,2,23,10,1,172,17.4,,,skrikpe01
571,Brian Skrudland,24,MTL,C,79,12,24,36,14,112,1.9,11,0,1,3,23,0,1,96,12.5,,,skrudbr01
572,Doug Smail,30,WIN,LW,71,15,16,31,5,34,1.9,12,0,3,5,16,0,0,110,13.6,,,smaildo01
573,Bobby Smith,29,MTL,C,78,27,66,93,13,78,7.2,19,8,0,4,41,25,0,198,13.6,,,smithbo01
574,Derrick Smith,23,PHI,LW,76,16,8,24,-20,104,0.4,16,0,0,1,8,0,0,155,10.3,,,smithde04
575,Doug Smith,24,BUF,C,70,9,19,28,-10,117,0.6,8,1,0,0,12,6,1,136,6.6,,,smithdo03
576,Greg Smith,32,WSH,D,54,1,6,7,5,67,3.1,1,0,0,0,5,0,1,31,3.2,,,smithgr01
577,Steve Smith,24,EDM,D,79,12,43,55,40,286,8.2,7,5,0,1,35,8,0,116,10.3,,,smithst05
578,Stan Smyl,30,VAN,RW,57,12,25,37,-5,110,2.2,6,5,1,0,20,5,0,96,12.5,,,smylst01
579,Greg Smyth,21,PHI,D,48,1,6,7,-2,192,1.8,1,0,0,0,6,0,0,29,3.4,,,smythgr01
580,Harold Snepsts,33,DET,D,31,1,4,5,3,67,1.4,1,0,0,0,4,0,0,20,5.0,,,snepsha01
581,Daryl Stanley,25,VAN,D,57,2,7,9,-12,151,1.9,2,0,0,0,7,0,0,27,7.4,,,stanlda01
582,Mike Stapleton,21,CHI,C,53,2,9,11,-10,59,-0.6,2,0,0,1,7,2,0,50,4.0,,,staplmi01
583,Anton Šťastný,28,QUE,RW,69,27,45,72,-9,14,5.2,12,15,0,4,20,25,0,177,15.3,,,stastan01
584,Peter Šťastný*,31,QUE,C,76,46,65,111,2,69,9.5,26,20,0,2,26,37,2,199,23.1,,,stastpe01
585,Thomas Steen,27,WIN,C,76,16,38,54,-11,53,3.1,12,3,1,1,30,8,0,167,9.6,,,steenth01
586,Ronnie Stern,21,VAN,RW,15,0,0,0,-7,52,-0.5,0,0,0,0,0,0,0,7,0.0,,,sternro01
587,John Stevens,21,PHI,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,,,stevejo01
588,Kevin Stevens,22,PIT,LW,16,5,2,7,-6,8,0.3,3,2,0,0,1,1,0,22,22.7,,,steveke01
589,Mike Stevens,22,BOS,RW,7,0,1,1,0,9,-0.1,0,0,0,0,1,0,0,5,0.0,,,stevemi01
590,Scott Stevens*,23,WSH,D,80,12,60,72,14,184,10.3,6,5,1,2,29,31,0,231,5.2,,,stevesc01
591,Allan Stewart,24,NJD,LW,1,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,,,,stewaal01
592,Trevor Stienburg,21,QUE,RW,8,0,1,1,-1,24,-0.1,0,0,0,0,1,0,0,3,0.0,,,stientr01
593,Mike Stothers,25,TOT,D,21,0,1,1,-7,55,0.2,0,0,0,0,1,0,0,0,,,,stothmi01
593,Mike Stothers,25,TOR,D,18,0,1,1,-6,42,0.1,0,0,0,0,1,0,0,0,,,,stothmi01
593,Mike Stothers,25,PHI,D,3,0,0,0,-1,13,0.0,0,0,0,0,0,0,0,0,,,,stothmi01
594,Doug Sulliman,28,NJD,RW,59,16,14,30,-8,22,1.7,7,8,1,0,9,2,3,89,18.0,,,sullido01
595,Raimo Summanen,25,VAN,LW,9,2,3,5,-4,2,0.2,2,0,0,0,3,0,0,11,18.2,,,summara01
596,Patrik Sundström,26,NJD,C,78,15,36,51,-16,42,2.5,5,9,1,0,22,13,1,126,11.9,,,sundspa01
597,Peter Sundström,26,WSH,LW,76,8,17,25,-2,34,0.7,7,0,1,1,17,0,0,89,9.0,,,sundspe01
598,Gary Suter,23,CGY,D,75,21,70,91,39,124,11.1,14,6,1,3,31,37,2,204,10.3,,,suterga01
599,Brent Sutter,25,NYI,C,70,29,31,60,13,55,5.1,16,11,2,2,21,9,1,162,17.9,,,suttebr02
600,Brian Sutter,31,STL,LW,76,15,22,37,-16,147,1.5,10,4,1,2,13,5,4,99,15.2,,,suttebr01
601,Duane Sutter,27,CHI,RW,37,7,9,16,2,70,0.9,4,3,0,0,8,1,0,74,9.5,,,suttedu01
602,Rich Sutter,24,VAN,RW,80,15,15,30,-4,165,1.4,12,2,1,2,13,1,1,132,11.4,,,sutteri01
603,Ron Sutter,24,PHI,C,69,8,25,33,-9,146,1.0,7,1,0,0,23,0,2,107,7.5,,,suttero01
604,Petr Svoboda,21,MTL,D,69,7,22,29,46,149,7.4,5,2,0,1,17,5,0,138,5.1,,,svobope01
605,Bob Sweeney,24,BOS,C,80,22,23,45,11,73,3.2,16,6,0,7,20,3,0,118,18.6,,,sweenbo01
606,Phil Sykes,28,LAK,LW,40,9,12,21,5,82,1.3,5,3,1,0,11,0,1,61,14.8,,,sykesph01
607,Peter Taglianetti,24,WIN,D,70,6,17,23,-13,182,3.7,4,2,0,1,6,10,1,92,6.5,,,taglipe01
608,Ron Talakoski,25,NYR,RW,6,0,1,1,0,12,-0.1,0,0,0,0,1,0,0,6,0.0,,,talakro01
609,Steve Tambellini,29,VAN,LW,41,11,10,21,-17,8,1.0,7,3,1,1,5,5,0,91,12.1,,,tambest01
610,Tony Tanti,24,VAN,RW,73,40,37,77,-1,90,7.0,20,20,0,4,25,12,0,202,19.8,,,tantito01
611,Dave Taylor,32,LAK,RW,68,26,41,67,-4,129,5.0,17,9,0,2,24,17,0,149,17.4,,,tayloda01
612,Greg Terrion,27,TOR,LW,59,4,16,20,-6,65,0.1,3,1,0,1,13,0,3,57,7.0,,,terrigr01
613,Bill Terry,26,MNS,C,5,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,3,0.0,,,terrybi01
614,Michael Thelvén,27,BOS,D,67,6,25,31,12,57,5.7,5,1,0,1,16,9,0,106,5.7,,,thelvmi01
615,Gilles Thibaudeau,24,MTL,C,17,5,6,11,6,0,0.9,3,2,0,1,5,1,0,25,20.0,,,thibagi01
616,Steve Thomas,24,CHI,LW,30,13,13,26,1,40,2.2,8,5,0,3,9,4,0,69,18.8,,,thomast01
617,Esa Tikkanen,23,EDM,LW,80,23,51,74,21,153,5.2,16,6,1,2,33,17,1,142,16.2,,,tikkaes01
618,Mark Tinordi,21,NYR,D,24,1,2,3,-5,50,0.8,1,0,0,0,2,0,0,13,7.7,,,tinorma01
619,Dave Tippett,26,HAR,LW,80,16,21,37,-4,32,2.2,13,1,2,2,19,2,0,126,12.7,,,tippeda01
620,Rick Tocchet,23,PHI,RW,65,31,33,64,3,299,5.4,19,10,2,3,22,11,0,182,17.0,,,tocchri01
621,Kirk Tomlinson,19,MNS,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,tomliki01
622,John Tonelli,30,CGY,LW,74,17,41,58,10,84,3.4,11,6,0,1,28,13,0,128,13.3,,,toneljo01
623,Tim Tookey,27,LAK,C,20,1,6,7,-2,8,0.0,1,0,0,0,6,0,0,28,3.6,,,tooketi01
624,Larry Trader,24,TOT,D,31,2,4,6,1,21,1.6,1,1,0,0,3,1,0,19,10.5,,,tradela01
624,Larry Trader,24,MTL,D,30,2,4,6,2,19,1.7,1,1,0,0,3,1,0,18,11.1,,,tradela01
624,Larry Trader,24,STL,D,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,,,tradela01
625,Bryan Trottier*,31,NYI,C,77,30,52,82,10,48,6.5,15,15,0,3,32,17,3,176,17.0,,,trottbr01
626,John Tucker,23,BUF,C,45,19,19,38,4,20,3.2,13,6,0,0,11,8,0,93,20.4,,,tuckejo01
627,Allan Tuer,24,MNS,D,6,1,0,1,-3,29,0.2,1,0,0,0,0,0,0,1,100.0,,,tueral01
628,Alfie Turcotte,22,WIN,C,3,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,3,0.0,,,turcoal01
629,Pierre Turgeon*,18,BUF,C,76,14,28,42,-8,34,1.9,6,8,0,3,19,9,0,101,13.9,,,turgepi01
630,Sylvain Turgeon,23,HAR,LW,71,23,26,49,-5,71,3.8,10,13,0,3,16,10,0,247,9.3,,,turgesy01
631,Perry Turnbull,28,STL,LW,51,10,9,19,8,82,1.1,10,0,0,2,9,0,0,62,16.1,,,turnbpe01
632,Rick Vaive,28,CHI,RW,76,43,26,69,-20,108,5.8,24,19,0,6,15,11,0,229,18.8,,,vaiveri01
633,Wayne Van Dorp,26,PIT,LW,25,1,3,4,2,75,-0.3,1,0,0,0,3,0,0,15,6.7,,,vandowa01
634,Darren Veitch,27,DET,D,63,7,33,40,11,45,5.6,3,4,0,1,18,12,3,156,4.5,,,veitcda01
635,Randy Velischek,25,NJD,D,51,3,9,12,-13,66,2.0,2,0,1,0,8,1,0,39,7.7,,,velisra01
636,Mike Vellucci,21,HAR,D,2,0,0,0,-1,11,0.0,0,0,0,0,0,0,0,2,0.0,,,vellumi01
637,Pat Verbeek,23,NJD,RW,73,46,31,77,29,227,8.1,33,13,0,8,15,14,2,179,25.7,,,verbepa01
638,Leigh Verstraete,26,TOR,RW,3,0,1,1,-2,9,-0.1,0,0,0,0,1,0,0,0,,,,verstle01
639,Claude Vilgrain,24,VAN,LW,6,1,1,2,-3,0,0.0,1,0,0,0,1,0,0,7,14.3,,,vilgrcl01
640,Dan Vincelette,20,CHI,LW,69,6,11,17,-15,109,-0.4,4,2,0,0,8,3,0,67,9.0,,,vinceda01
641,Emanuel Viveiros,22,MNS,D,24,1,9,10,-5,6,1.2,1,0,0,0,4,5,0,35,2.9,,,viveiem01
642,Mick Vukota,21,NYI,RW,17,1,0,1,1,82,-0.3,1,0,0,0,0,0,0,7,14.3,,,vukotmi01
643,Gord Walker,22,NYR,LW,18,1,4,5,-8,17,-0.2,1,0,0,0,4,0,0,23,4.3,,,walkego01
644,Mike Walsh,25,NYI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,,,walshmi01
645,Ryan Walter,29,MTL,LW,61,13,23,36,12,39,2.4,7,6,0,3,19,4,0,93,14.0,,,waltery01
646,Bill Watson,23,CHI,RW,9,2,0,2,-5,0,-0.1,2,0,0,0,0,0,0,7,28.6,,,watsobi01
647,Tim Watters,28,WIN,D,36,0,0,0,-12,106,0.5,0,0,0,0,0,0,0,21,0.0,,,watteti01
648,Jay Wells,28,LAK,D,58,2,23,25,-3,159,2.9,1,1,0,0,12,9,2,76,2.6,,,wellsja01
649,Glen Wesley,19,BOS,D,79,7,30,37,21,69,7.1,4,1,2,0,17,11,2,158,4.4,,,weslegl01
650,Simon Wheeldon,21,NYR,C,5,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,2,0.0,,,wheelsi01
651,Rob Whistle,26,STL,D,19,3,3,6,0,6,1.3,3,0,0,1,3,0,0,17,17.6,,,whistro01
652,Doug Wickenheiser,26,VAN,C,80,7,19,26,-15,36,0.2,5,0,2,2,17,1,1,123,5.7,,,wickedo01
653,Jim Wiemer,27,EDM,D,12,1,2,3,7,15,0.8,1,0,0,0,1,1,0,24,4.2,,,wiemeji01
654,Tiger Williams,33,TOT,LW,28,6,0,6,3,93,0.4,5,1,0,1,0,0,0,33,18.2,,,williti01
654,Tiger Williams,33,HAR,LW,26,6,0,6,2,87,0.4,5,1,0,1,0,0,0,31,19.4,,,williti01
654,Tiger Williams,33,LAK,LW,2,0,0,0,1,6,0.0,0,0,0,0,0,0,0,2,0.0,,,williti01
655,Behn Wilson,29,CHI,D,58,6,23,29,-19,166,3.0,3,3,0,0,9,14,0,103,5.8,,,wilsobe02
656,Carey Wilson,25,TOT,C,70,27,41,68,-3,40,5.1,16,10,1,9,30,11,0,138,19.6,,,wilsoca01
656,Carey Wilson,25,HAR,C,36,18,20,38,-5,22,3.3,10,7,1,6,13,7,0,77,23.4,,,wilsoca01
656,Carey Wilson,25,CGY,C,34,9,21,30,2,18,1.8,6,3,0,3,17,4,0,61,14.8,,,wilsoca01
657,Doug Wilson*,30,CHI,D,27,8,24,32,-17,28,2.7,1,6,1,1,3,20,1,87,9.2,,,wilsodo01
658,Rik Wilson,25,CHI,D,14,4,5,9,4,6,1.5,4,0,0,1,2,3,0,27,14.8,,,wilsori02
659,Ron Wilson,31,WIN,C,69,5,8,13,-1,28,-0.3,3,0,2,0,7,0,1,80,6.3,,,wilsoro03
660,Ron Wilson,32,MNS,D,24,2,12,14,-4,16,1.7,1,1,0,0,5,7,0,40,5.0,,,wilsoro02
661,Craig Wolanin,20,NJD,D,78,6,25,31,0,170,5.1,4,1,1,3,19,6,0,113,5.3,,,wolancr01
662,Randy Wood,24,NYI,LW,75,22,16,38,-2,80,2.3,21,0,1,2,15,1,0,106,20.8,,,woodra01
663,Dan Woodley,20,VAN,C,5,2,0,2,1,17,0.2,2,0,0,0,0,0,0,3,66.7,,,woodlda01
664,Ken Yaremchuk,24,TOR,C,16,2,5,7,-7,10,0.1,2,0,0,0,3,2,0,14,14.3,,,yaremke01
665,Trent Yawney,22,CHI,D,15,2,8,10,1,15,1.3,0,2,0,0,2,6,0,26,7.7,,,yawnetr01
666,Scott Young,20,HAR,RW,7,0,0,0,-6,2,-0.3,0,0,0,0,0,0,0,6,0.0,,,youngsc01
667,Warren Young,32,PIT,LW,7,0,0,0,-4,15,-0.3,0,0,0,0,0,0,0,3,0.0,,,youngwa01
668,Steve Yzerman*,22,DET,C,64,50,52,102,30,44,10.4,34,10,6,6,27,24,1,242,20.7,,,yzermst01
669,Zarley Zalapski,19,PIT,D,15,3,8,11,10,7,1.9,3,0,0,0,3,4,1,31,9.7,,,zalapza01
670,Richard Zemlak,24,MNS,RW,54,1,4,5,-15,307,-1.2,1,0,0,0,4,0,0,19,5.3,,,zemlari01
671,Peter Zezel,22,PHI,C,69,22,35,57,7,42,4.2,8,14,0,1,21,14,0,133,16.5,,,zezelpe01
672,Rick Zombo,24,DET,D,62,3,14,17,24,96,4.3,3,0,0,2,12,0,2,48,6.3,,,zombori01